15;9;19;24;21;15;20;19;24;15;9;22;6;20;20;20;23;24;24;24;15;1;21;24;5;9;24;18;22;15;1;1;1;1;5;1;5;5;5;5;5;5;5;5;5;5;5;9;5;9;9;9;9;9;9;9;9;11;9;11;11;11;11;11;15;15;15;15;17;15;17;15;15;17;19;19;21;21;21;19;19;19;21;21;21;21;21;21;21;21;22;21;22;21;22;22;21;22;21;21;22;21;22;22;22
21;1;20;23;21;19;21;20;24;5;21;20;6;21;18;16;24;24;23;24;20;1;15;24;21;5;23;20;23;11;1;5;5;5;5;5;5;5;5;5;5;5;5;5;9;5;9;5;9;9;9;9;5;9;9;9;9;9;11;9;11;11;11;11;11;11;15;15;17;17;15;15;15;11;11;11;11;17;19;19;21;21;19;19;21;21;21;21;21;21;21;22;21;22;21;21;22;21;21;21;21;22;21;22;22
21;21;23;16;18;15;22;24;11;9;23;8;8;22;2;6;18;23;24;23;24;17;5;22;24;17;16;20;22;5;1;5;5;5;5;9;5;5;5;5;9;5;5;9;5;9;5;9;5;9;5;9;9;9;9;9;9;9;9;9;9;11;9;11;11;11;11;11;11;15;15;11;11;15;17;19;17;17;17;21;21;19;19;21;19;19;21;19;21;21;21;21;21;21;22;21;22;21;21;22;21;21;22;22;22
9;17;23;20;19;11;24;23;1;22;23;1;20;21;17;7;2;12;23;22;17;23;22;11;18;20;18;24;17;1;5;5;5;5;5;5;5;5;9;5;5;9;5;5;9;5;9;5;9;5;9;5;9;9;9;9;9;9;9;9;9;11;9;11;11;9;11;11;11;11;11;15;11;11;11;15;17;19;19;19;19;19;21;19;21;19;19;19;19;21;21;21;22;21;21;21;21;22;21;21;21;22;22;22;22
5;9;24;24;9;21;24;17;2;24;13;12;24;19;20;20;10;12;12;22;19;21;24;20;2;7;24;22;1;1;5;5;5;5;5;5;5;9;5;5;5;5;9;5;9;5;5;5;9;5;9;9;9;5;9;9;9;9;9;9;9;11;9;11;9;11;11;9;11;11;11;11;11;15;11;11;11;15;19;19;15;15;17;17;19;19;17;19;19;21;21;21;21;21;21;21;21;22;21;22;22;23;21;19;17
9;19;24;11;11;24;21;8;18;21;4;23;20;22;20;20;20;20;20;19;23;21;12;12;10;23;24;5;1;5;5;5;5;5;5;5;5;5;5;5;9;5;5;5;5;9;5;5;5;5;5;5;9;9;5;9;9;9;9;11;9;9;9;11;9;11;9;11;11;11;15;11;11;11;11;15;11;11;11;11;17;15;15;17;17;17;17;19;19;19;21;21;21;21;21;21;22;22;22;21;17;11;11;15;19
19;19;9;15;24;23;21;20;20;16;23;20;10;23;23;20;22;18;19;19;15;20;18;20;24;24;17;5;5;5;5;5;5;5;5;9;5;9;5;5;5;5;9;5;5;5;5;5;5;9;5;9;9;5;9;9;9;9;9;9;9;11;9;11;9;11;9;11;11;11;11;11;11;11;11;11;11;15;11;15;15;15;17;15;15;17;15;19;21;21;19;19;22;21;22;22;21;17;15;9;11;17;22;24;24
21;19;21;24;24;23;23;23;20;20;23;20;18;18;18;16;10;16;16;18;12;16;23;24;24;23;17;11;5;5;5;5;5;5;5;5;5;5;5;9;5;5;5;5;9;9;5;9;5;9;9;5;9;9;9;9;9;9;11;9;9;9;11;9;11;9;11;11;9;11;11;11;11;11;11;11;11;11;11;15;15;15;15;15;15;15;17;17;17;19;21;17;17;17;15;11;15;17;19;21;24;24;22;6;5
19;19;19;15;15;15;15;11;21;20;20;20;20;18;10;10;18;22;22;16;18;19;19;19;15;15;11;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;9;5;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;11;9;11;11;11;11;11;11;11;11;11;11;11;11;15;11;11;17;15;9;11;17;19;21;19;21;22;19;4;1;9;21
17;17;17;15;15;17;17;17;19;15;15;17;20;23;20;21;22;23;21;19;21;17;15;11;9;9;11;15;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;15;11;15;11;15;11;15;15;15;15;15;15;15;15;15;15;15;15;15;17;15;15;15;15;15;17;15;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;15;17;19;22;22;21;15;15;11;13;9;15;23;24;21
legende 
--------- 
dimensions : (67, 105) 
                   R                    G                    B               number                count 
                 255                  255                  255                    1                  213 
                 246                  217                  122                    2                   76 
                 230                  167                   37                    3                  128 
                 220                  209                  191                    4                  146 
                 218                  219                  231                    5                  293 
                 209                  187                  157                    6                  122 
                 206                  124                   27                    7                  277 
                 203                  165                   97                    8                   86 
                 197                  197                  210                    9                  221 
                 180                   75                   44                   10                  331 
                 176                  177                  187                   11                  232 
                 175                  135                   95                   12                  121 
                 173                  176                  138                   13                  226 
                 171                  158                   54                   14                  192 
                 155                  154                  161                   15                  221 
                 144                  108                   60                   16                  206 
                 133                  133                  140                   17                  226 
                 130                   68                   43                   18                  319 
                 111                  107                  109                   19                  319 
                  88                   50                   36                   20                  381 
                  85                   79                   84                   21                  458 
                  54                   50                   54                   22                  496 
                  27                   24                   25                   23                 1213 
                   0                    0                    0                   24                  532 
